gene,signature,cluster
TUBGCP3,"Primary (KRAS WT, MSS, LS)",G2
TWISTNB,"Primary (KRAS WT, MSS, LS)",G2
UBAC2,"Primary (KRAS WT, MSS, LS)",G2
UBE2C,"Primary (KRAS WT, MSS, LS)",G2
UBE2V1,"Primary (KRAS WT, MSS, LS)",G2
UBL3,"Primary (KRAS WT, MSS, LS)",G2
UCHL3,"Primary (KRAS WT, MSS, LS)",G2
UCKL1,"Primary (KRAS WT, MSS, LS)",G2
UFM1,"Primary (KRAS WT, MSS, LS)",G2
UGGT2,"Primary (KRAS WT, MSS, LS)",G2
UPF3A,"Primary (KRAS WT, MSS, LS)",G2
USP12,"Primary (KRAS WT, MSS, LS)",G2
USP42,"Primary (KRAS WT, MSS, LS)",G2
USPL1,"Primary (KRAS WT, MSS, LS)",G2
UTP14C,"Primary (KRAS WT, MSS, LS)",G2
VAPB,"Primary (KRAS WT, MSS, LS)",G2
VPS36,"Primary (KRAS WT, MSS, LS)",G2
VPS41,"Primary (KRAS WT, MSS, LS)",G2
VSTM2L,"Primary (KRAS WT, MSS, LS)",G2
VWA8,"Primary (KRAS WT, MSS, LS)",G2
VWDE,"Primary (KRAS WT, MSS, LS)",G2
WASF3,"Primary (KRAS WT, MSS, LS)",G2
WBP4,"Primary (KRAS WT, MSS, LS)",G2
WFDC10A,"Primary (KRAS WT, MSS, LS)",G2
WFDC10B,"Primary (KRAS WT, MSS, LS)",G2
WFDC2,"Primary (KRAS WT, MSS, LS)",G2
WFDC3,"Primary (KRAS WT, MSS, LS)",G2
WIPI2,"Primary (KRAS WT, MSS, LS)",G2
XPO4,"Primary (KRAS WT, MSS, LS)",G2
YAE1D1,"Primary (KRAS WT, MSS, LS)",G2
YTHDF1,"Primary (KRAS WT, MSS, LS)",G2
YWHAB,"Primary (KRAS WT, MSS, LS)",G2
ZBP1,"Primary (KRAS WT, MSS, LS)",G2
ZC3H13,"Primary (KRAS WT, MSS, LS)",G2
ZDHHC20,"Primary (KRAS WT, MSS, LS)",G2
ZDHHC4,"Primary (KRAS WT, MSS, LS)",G2
ZFAND2A,"Primary (KRAS WT, MSS, LS)",G2
ZFAS1,"Primary (KRAS WT, MSS, LS)",G2
ZFP64,"Primary (KRAS WT, MSS, LS)",G2
ZGPAT,"Primary (KRAS WT, MSS, LS)",G2
ZHX3,"Primary (KRAS WT, MSS, LS)",G2
ZMYM2,"Primary (KRAS WT, MSS, LS)",G2
ZMYM5,"Primary (KRAS WT, MSS, LS)",G2
ZMYND8,"Primary (KRAS WT, MSS, LS)",G2
ZNF12,"Primary (KRAS WT, MSS, LS)",G2
ZNF217,"Primary (KRAS WT, MSS, LS)",G2
ZNF334,"Primary (KRAS WT, MSS, LS)",G2
ZNF335,"Primary (KRAS WT, MSS, LS)",G2
ZNF341,"Primary (KRAS WT, MSS, LS)",G2
ZNF815P,"Primary (KRAS WT, MSS, LS)",G2
ZNF853,"Primary (KRAS WT, MSS, LS)",G2
ZNRF2,"Primary (KRAS WT, MSS, LS)",G2
ZSWIM1,"Primary (KRAS WT, MSS, LS)",G2
ZSWIM3,"Primary (KRAS WT, MSS, LS)",G2
